Neo Reference ID,Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Relative Velocity km per sec,Miss Dist.(Astronomical),Orbit ID,Orbit Determination Date,Orbit Uncertainity,Minimum Orbit Intersection,Inclination,Perihelion Distance,Aphelion Dist
3141525,22.4,0.0880146521,0.1968067451,32.842942636,0.3894814963,22,1491470081.0,0,0.0265204,2.853320402327223,0.5314233548752619,2.989242894709427
3367027,18.8,0.4619074603,1.0328564805,37.4443543135,0.2973892935,29,1491469630.0,0,0.0234425,11.0761908830863,0.3796752782845421,3.987608584918515
3120892,19.4,0.3503926411,0.7835017643,24.1778027413,0.4636798893,33,1491470114.0,0,0.0202174,30.10883916871144,1.030601929455944,5.437488853969921
3723766,22.3,0.0921626549,0.2060819612,17.642835779,0.2793573757,19,1491467576.0,2,0.0528668,24.32919470725158,0.8816757244777353,1.190515615068096
3772396,20.62,0.1997813652,0.4467247133,14.8070243969,0.2915641013,11,1493706190.0,5,0.0225268,22.92432496700047,0.856628904249931,1.813070746740544
2452334,21.0,0.1677084622,0.3750075218,12.0503906965,0.0880369876,33,1491470406.0,0,0.0731153,20.79453886065231,1.002169172765136,1.470119236793746
3776854,22.07,0.1024601475,0.2291078547,18.8205487099,0.142639147,6,1502864474.0,7,0.00621718,4.925754167447995,0.6702663513809332,1.971002877127107
2438430,20.0,0.2658,0.5943468684,16.7970168708,0.354101357,24,1491470435.0,1,0.16107,20.39188593739852,1.03092951074801,1.684631786442038
2255501,18.6,0.5064714588,1.1325046106,32.7070176024,0.2883500168,42,1491470685.0,0,0.0675992,4.816227466499638,0.4512846974631685,2.914995567984402
3605335,21.0,0.1677084622,0.3750075218,10.8765221254,0.2238791766,31,1491468580.0,0,0.144527,11.89032447864909,0.7227803720041451,1.460702894628385
3770988,23.3,0.058150704,0.130028927,10.8739664646,0.0844739777,11,1491466781.0,4,0.0301707,4.320042882172798,0.499482950775429,1.266058523974466
3655974,26.6,0.0127219879,0.0284472297,9.2752065222,0.0024683234,5,1502345861.0,7,0.00093191,2.286797231490649,0.9758612853332768,4.871219794791451
2373135,19.5,0.3346223745,0.7482383761,26.8748050922,0.476921729,63,1491470549.0,0,0.00190026,4.38937420060572,0.8304959974580578,2.475140979275898
2350713,20.7,0.1925550782,0.4305662442,4.8621430618,0.3145976945,56,1491470586.0,0,0.137719,6.745458483604939,1.084797724198414,1.609329801543222
3759643,24.7,0.0305179233,0.0682401509,23.1718858951,0.0157765508,4,1502346010.0,8,0.0126986,0.9645419054625248,0.580400854163415,4.290419881085151
3715465,17.9,0.6991252322,1.5632915441,27.3611323298,0.3304155534,21,1491467673.0,4,0.31511,26.29296526104746,0.5621565688574532,4.133916602880511
2471083,19.9,0.2783267681,0.6223575734,15.2549558894,0.2830674389,37,1491470352.0,0,0.0647323,14.01328687299597,0.9680740301484644,1.602984798260069
3605578,21.6,0.1272198785,0.2844722965,21.5996797924,0.1532541653,11,1491468577.0,8,0.152377,34.33028770911115,0.8328116858386033,2.74651338974251
3724053,23.4,0.0555334912,0.1241766613,4.8139908809,0.1864843936,4,1491467569.0,7,0.156863,5.21615018865304,1.169996833354663,2.638270997824948
3289746,23.7,0.0483676488,0.1081533507,8.2988774927,0.1854762178,31,1491469831.0,0,0.0148448,3.724588944670855,1.01629545428897,1.477909258556688
3745106,20.8,0.1838886721,0.411187571,18.1273017373,0.3050231908,23,1491467271.0,4,0.302438,32.28310227629935,1.065458999436222,2.816710975642326
3367721,24.6,0.0319561887,0.0714562102,18.5629143456,0.4426056211,9,1491469626.0,6,0.000535153,0.7509654073569197,0.8109307936052353,1.149753786120968
3755203,19.5,0.3346223745,0.7482383761,28.0191018508,0.1195602135,9,1491467105.0,5,0.0126644,17.75270921345073,0.1615373821381569,2.329494916385642
3781726,23.875,0.0446226108,0.0997791911,9.7953969701,0.0745477126,1,1506350529.0,8,0.0752894,16.93969616960336,0.8969464647602824,1.142649772969799
3607411,20.3,0.2315021222,0.5176544822,15.1986488116,0.1193551144,25,1491468561.0,1,0.053324,6.540488651070537,0.321567252581768,1.353095158184205
3678250,20.8,0.1838886721,0.411187571,7.8370369522,0.3151900644,16,1491467968.0,5,0.172107,4.165986445923542,1.184497236054758,3.453439047379307
3409991,25.6,0.0201629919,0.0450858206,13.2537211926,0.2885136043,12,1491469412.0,6,0.00551963,13.7060098938375,0.9068518821513614,1.12601751003648
3715405,24.5,0.0334622374,0.0748238376,17.0457336107,0.0532412302,4,1491467715.0,9,0.042514,29.38329390260027,0.8303131083021557,1.441765365678723
3388485,25.6,0.0201629919,0.0450858206,19.1671862934,0.3527396372,7,1491469538.0,7,0.0488276,9.685183408148138,0.6288401670033663,1.163698855694635
3703892,23.8,0.046190746,0.1032856481,9.9669038091,0.2386936422,8,1491467777.0,7,0.070383,19.03529015401008,0.8435531865518279,1.214880747034691
3550308,28.3,0.0058150704,0.0130028927,16.3565947411,0.1785335718,12,1491468956.0,7,0.000696734,3.36003385218476,0.8711212016114698,2.390415065157165
3735198,23.5,0.0530340723,0.1185877909,7.3966355036,0.0235899983,24,1491467435.0,4,0.014037,2.735281107488154,0.9738288766050798,3.280289673701127
3552576,20.7,0.1925550782,0.4305662442,10.5686179712,0.1681742927,16,1491468934.0,7,0.104408,3.888950867308519,1.090203968632815,4.224643147156333
3727274,20.0,0.2658,0.5943468684,3.2256012208,0.2878986367,38,1491467522.0,0,0.287685,7.287076602160917,1.269995552441684,2.496266726696186
3686271,18.2,0.6089126221,1.3615700154,29.874592351,0.4640636725,22,1471241758.0,2,0.0942041,21.0926904911111,0.532366495827867,1.540905159607116
3092069,23.7,0.0483676488,0.1081533507,9.2949217056,0.2273049699,22,1491470172.0,0,0.0103815,3.103709354579149,0.9705365761915252,1.153671860279655
3248972,24.5,0.0334622374,0.0748238376,17.020663135,0.3615871823,9,1491469952.0,7,0.00450092,1.50430744037372,0.9185978424869664,1.529069181218569
2250458,18.0,0.6676594135,1.4929318344,31.8984817535,0.4005420137,102,1506495137.0,0,0.0888206,35.55663293109077,0.5165158363882801,1.520584988310685
2439898,20.0,0.2658,0.5943468684,6.4608422383,0.2490703081,49,1491470431.0,0,0.162998,12.00216353594434,1.147976434858231,1.895603340994069
2309214,20.4,0.2210828104,0.4943561926,6.6685499295,0.0863379658,79,1491470636.0,1,0.0847619,10.053773306079,0.809915446030488,1.151421280889025
3373975,21.6,0.1272198785,0.2844722965,14.0753971362,0.2155969858,15,1491469595.0,0,0.214372,23.81954747295993,1.031473466067653,1.864550341462194
3730579,24.4,0.0350392641,0.0783501764,9.335414645,0.1359235042,7,1491467477.0,7,0.125437,15.94988981344149,1.09764146884189,2.619555096833991
3557537,22.9,0.0699125232,0.1563291544,10.9258235298,0.2613181835,10,1491468866.0,8,0.180713,20.01963643338339,1.168105883340569,1.973720100804456
2455184,20.8,0.1838886721,0.411187571,12.66809995,0.3464168046,41,1491470400.0,0,0.0352052,13.77751285862119,0.3618806316801499,1.30807052777018
3638577,26.6,0.0127219879,0.0284472297,6.2762845316,0.017956637,9,1491468345.0,5,0.00752234,8.108076281103,0.7719459404286969,1.074682286206543
3256327,21.3,0.1460679643,0.3266178974,17.3893223179,0.2574884121,22,1505197183.0,1,0.255711,24.60326011938871,0.7417071312680061,1.373701874982091
3735464,22.3,0.0921626549,0.2060819612,21.1100695167,0.1372025726,5,1491467429.0,8,0.0270233,1.734755230814723,0.509480130148852,4.445156578955202
3653469,20.5,0.2111324448,0.4721064988,6.7210645116,0.4907370865,26,1491468230.0,2,0.364761,18.71618543780354,1.24493202837262,2.095213143768945
3743902,25.4,0.022108281,0.0494356193,10.6992174819,0.2050529964,18,1491467295.0,4,0.00645835,7.105161939551787,0.8931911211505811,1.20894859168441
3764726,26.0,0.0167708462,0.0375007522,5.2102489014,0.1788852256,10,1499956982.0,2,0.00367107,4.529484214388064,0.7450776399772708,1.162741198862006
3778084,24.507,0.0333545416,0.0745830224,11.2041379413,0.1357565867,6,1502259439.0,4,0.000512888,20.02362329706324,0.7713891321367182,1.017386427594516
2429736,20.3,0.2315021222,0.5176544822,11.6781697237,0.498736287,32,1491470456.0,0,0.10431,12.61015126277415,0.610195888559454,1.478121259321721
3170231,21.6,0.1272198785,0.2844722965,14.6614532789,0.3764765482,26,1491470001.0,0,0.0212139,7.612151869425832,0.5806104853308371,1.679485421630847
3747353,24.0,0.0421264611,0.0941976306,12.3330169918,0.4024642599,30,1491467245.0,4,0.10079,3.254478508574139,1.100082150524892,2.054387136184931
2164202,20.8,0.1838886721,0.411187571,9.8942295176,0.2809263739,73,1495952423.0,0,0.0241636,4.669720186458235,0.712283766806244,1.264208478568475
3446396,18.8,0.4619074603,1.0328564805,39.6053279147,0.3009631412,26,1491469281.0,0,0.102643,10.02263604097735,0.2754156130918373,3.690061555484416
3441023,23.4,0.0555334912,0.1241766613,7.8948641646,0.2219439977,9,1491469321.0,1,0.201877,14.45057228985064,1.125452662651651,1.483107069108195
3712627,25.6,0.0201629919,0.0450858206,14.0872878741,0.1928208713,11,1491467719.0,7,0.0145225,1.813847793385589,0.884759762662257,1.737896065643542
3330051,26.5,0.0133215567,0.0297879063,5.2633181074,0.0070109306,7,1491469727.0,6,0.00456693,1.181158723245989,0.8973746256524414,1.230390168785609
2382745,20.3,0.2315021222,0.5176544822,5.602077332,0.4841767898,50,1491470533.0,0,0.0361452,2.323961816739914,1.009959339502576,1.990897435744339
3702310,26.3,0.0146067964,0.0326617897,8.8887350281,0.2538862924,11,1491467814.0,7,0.00431893,2.23465182485759,0.6832316401044736,1.529765076726491
3547175,24.8,0.0291443905,0.0651688382,7.9910481558,0.0472789114,12,1491468994.0,7,0.0257865,5.15888644046452,0.8697490362946688,1.446352599092496
3262409,22.3,0.0921626549,0.2060819612,9.6473129107,0.0261142198,11,1491469911.0,8,0.0131718,9.25474801512844,0.960205571964809,3.014503335654718
3693237,23.7,0.0483676488,0.1081533507,17.5535682163,0.0446348879,11,1491467891.0,8,0.015639,3.219245385095671,0.7518360730887852,3.12161486873461
2065733,18.4,0.5553349116,1.2417666126,11.858580375,0.3131420639,92,1491470936.0,0,0.06596,4.159055139811398,0.6066850959160323,1.700506745049139
3092220,20.0,0.2658,0.5943468684,31.7026712442,0.4929140414,20,1491470249.0,0,0.172297,29.17114366347807,0.3207308028566236,2.364466568442381
3147579,23.6,0.0506471459,0.1132504611,13.3716370265,0.3287568323,20,1491470062.0,6,0.0430556,7.485572153147567,0.8101355828027826,1.030431235758937
3605960,20.3,0.2315021222,0.5176544822,14.2560533599,0.2550206797,53,1491468567.0,0,0.0109273,3.174455438902665,0.7442617578581845,3.483745891801286
2476187,20.0,0.2658,0.5943468684,20.7057250192,0.462643488,29,1505283610.0,0,0.290818,29.30270755503413,0.6695165066904281,1.660808144528354
3646599,19.5,0.3346223745,0.7482383761,10.9054252177,0.3545848241,74,1483165141.0,1,0.0237275,18.14867878219412,0.5514988147258298,1.367610998960918
3359445,19.2,0.3841978911,0.8590926012,3.8099288172,0.346012174,53,1491469656.0,0,0.336265,9.409228968623625,1.299831649723081,4.220984933120531
3725154,22.4,0.0880146521,0.1968067451,6.7857434184,0.1827644848,24,1491467559.0,5,0.176799,10.23793726254991,1.18784317303486,3.416583849880325
3437789,24.8,0.0291443905,0.0651688382,8.808428696,0.2526334384,8,1491469336.0,8,0.0354197,12.38283450399265,0.645340655606581,1.333989200248407
3753621,21.7,0.1214940408,0.2716689341,14.4172657244,0.3983970516,6,1491467143.0,2,0.0242856,18.14059682653374,0.6489189584504385,1.15394955199315
3754379,23.9,0.04411182,0.0986370281,12.6199504205,0.3837293088,10,1491467113.0,5,0.0374399,6.509020010479984,0.5867711478986043,1.178927244394812
3743127,24.6,0.0319561887,0.0714562102,10.6264258135,0.3147367061,10,1491467304.0,6,0.071717,16.7365390277293,0.6462359600803861,1.107572994750438
3619732,23.9,0.04411182,0.0986370281,15.6984645508,0.0992074289,9,1491468463.0,7,0.0663382,29.06260463753233,0.408728849204933,1.088412752637069
3774574,25.132,0.0250123776,0.0559293766,14.4637977059,0.1500725515,1,1494393299.0,8,0.0126979,12.15369338061769,0.2583288916660113,1.124767057717986
2068347,19.9,0.2783267681,0.6223575734,12.9555370711,0.2244377372,37,1498976552.0,0,0.0138031,17.13790871412698,0.5972070578850468,1.328548494737298
3757412,23.8,0.046190746,0.1032856481,6.1876162806,0.395035013,6,1491467071.0,6,0.187247,2.036496624495893,1.196636958492613,3.277381085226459
3740496,23.3,0.058150704,0.130028927,15.2234238768,0.1201810858,7,1491467343.0,8,0.106925,28.81475060288335,1.052357053858071,1.570490342147335
3749075,27.2,0.0096506147,0.0215794305,5.6459900519,0.0201673421,11,1491467206.0,7,0.0217692,2.486897036823817,1.020334448487462,2.537157658308548
3508133,23.3,0.058150704,0.130028927,5.6102088311,0.2197177024,18,1491469103.0,2,0.012463,5.930585319232098,0.8178779127047361,1.230122171389413
3478254,24.0,0.0421264611,0.0941976306,5.9945178647,0.4565828798,33,1491469142.0,0,0.00514136,0.4121431865261659,0.8029215984489625,1.998541487794404
3249348,26.7,0.0121494041,0.0271668934,10.3298502652,0.005349152,9,1491469950.0,7,0.00103011,0.9907450837103622,0.8757242566600892,2.273275919549222
2137099,18.2,0.6089126221,1.3615700154,16.5950144839,0.3980328355,69,1491470876.0,0,0.388359,28.79291804959249,0.591119172083585,1.608898874838517
3781573,25.061,0.025843717,0.057788308,7.104555272,0.1117018159,3,1506495081.0,6,0.0428706,4.115795097220903,0.8986427007078809,1.134561488590732
3736807,27.4,0.0088014652,0.0196806745,7.8587781759,0.237450386,7,1491467386.0,6,0.0034944,1.619224650857182,0.7178602282417189,1.274475040030785
3752782,26.3,0.0146067964,0.0326617897,8.0421878467,0.4966126117,16,1491467169.0,6,0.000822865,16.0101129839823,0.7872027974609547,1.388040967850811
3734615,29.0,0.0042126461,0.0094197631,17.42267093,0.0002313233,7,1491467439.0,7,0.000229614,8.736109204810212,0.7877254960454275,4.616161012180128
3514959,21.2,0.1529519353,0.3420109247,22.5388639413,0.4326577369,27,1493533040.0,0,0.163813,30.00769774089614,0.5574780165011621,1.267723379429538
3402615,26.6,0.0127219879,0.0284472297,10.2867385442,0.0148237167,7,1491469462.0,7,0.00680775,2.388737975248496,0.7789730321174946,1.660244053643243
2466130,18.2,0.6089126221,1.3615700154,42.7192155466,0.259758193,37,1491470368.0,0,0.0186866,75.40666684157466,0.9754076950724764,4.004019614379718
3137736,25.5,0.0211132445,0.0472106499,18.7081073452,0.3596898203,17,1491470087.0,6,0.00277645,6.610513706423017,0.7807636811968187,1.256372293132985
3325502,26.6,0.0127219879,0.0284472297,7.6481937469,0.0018084333,11,1491469738.0,6,0.00198323,7.583000560688578,0.8902179072079938,1.384692355278536
3697566,24.2,0.0384197891,0.0859092601,18.3596238642,0.0799427712,6,1491467841.0,8,0.0797304,30.52738730266295,1.067444771190764,3.868910661545543
3092286,24.6,0.0319561887,0.0714562102,10.7772944094,0.0362833721,11,1491470194.0,8,0.033204,16.73597714121066,1.005933852044211,2.274186575710551
3392084,21.0,0.1677084622,0.3750075218,31.5422177339,0.1523095305,15,1491469527.0,7,0.00787483,51.1372184611193,0.6557915799685943,3.252465933511294
3359284,23.4,0.0555334912,0.1241766613,6.147833299,0.4165465906,12,1491469653.0,7,0.0231719,7.432885871328544,0.8958254410540606,1.816871446095054
3378732,21.1,0.160160338,0.358129403,12.4012526808,0.1820141452,21,1491469579.0,2,0.124685,19.18671071212072,0.8033348727463456,1.141201285593931
3445071,27.3,0.0092162655,0.0206081961,6.9390988003,0.0061522063,14,1491469293.0,7,0.000837519,0.9841061746609656,0.9413493077725226,2.083035019246502
3327361,23.0,0.0667659413,0.1492931834,28.7758054515,0.4179565105,9,1491469735.0,8,0.0136865,2.22738619899776,0.4944628610794323,1.556730218462224
3354740,21.2,0.1529519353,0.3420109247,13.864646513,0.2484352015,20,1491469665.0,1,0.203793,19.43556818077484,0.4204289494239006,1.267632606259039
3054373,25.3,0.0231502122,0.0517654482,17.0539536922,0.3488029649,31,1491470205.0,1,0.004122,0.7858114946430927,0.6632684198420878,1.10268861676441
3733264,27.4,0.0088014652,0.0196806745,15.3466101624,0.471501025,34,1491467457.0,2,0.00841133,0.8676606783915669,0.974765730889557,1.13144946171461
3771566,27.4,0.0088014652,0.0196806745,8.0374178748,0.0755038899,4,1491466769.0,6,0.00487351,4.328546918961923,0.8364194637169541,1.690187448623126
3666540,25.0,0.02658,0.0594346868,8.6473347094,0.0151141092,23,1491468116.0,5,0.0016083,3.779921229370805,0.9242897236303792,2.642303630714515
3623998,22.5,0.0840533402,0.1879489824,15.5096540695,0.3064832496,7,1491468435.0,8,0.150977,28.51975771489564,0.5827223431386823,1.390102915229642
3738544,23.2,0.0608912622,0.1361570015,18.9117991853,0.2180312701,6,1491467385.0,7,0.0945389,14.61162529977332,0.383063214973523,1.111000444163662
2004769,16.9,1.1080388213,2.4776501261,9.7506875993,0.321239385,89,1491471981.0,0,0.0203525,8.88515554138232,0.5495451562899683,1.577051351089505
3729233,26.7,0.0121494041,0.0271668934,10.5389954883,0.0607470582,7,1491467492.0,7,0.0033078,3.986823210069767,0.415429849493708,1.077339403429319
3674937,23.2,0.0608912622,0.1361570015,4.0083091079,0.1387132764,31,1491467973.0,3,0.0590061,6.67162379892973,0.972510253604452,1.294977942347729
3153530,24.8,0.0291443905,0.0651688382,10.6174145878,0.3469566162,14,1491470047.0,6,0.0133187,4.881530883173743,0.6012833387820041,1.027770150231181
3311960,26.3,0.0146067964,0.0326617897,6.2324341492,0.0463522831,7,1491469767.0,8,0.0321296,0.666171596334593,1.01637097593239,2.835783005133181
3117466,22.3,0.0921626549,0.2060819612,19.4361770103,0.2912765975,49,1504678611.0,0,0.00535155,10.06545380166284,0.8114875172593963,1.654683086077796
2478784,25.5,0.0211132445,0.0472106499,16.8045280418,0.4325336361,35,1500445244.0,1,0.0115803,2.211585834804122,0.8674828395451126,1.147444562876659
3635077,23.0,0.0667659413,0.1492931834,8.7902516628,0.4931733684,22,1491468363.0,5,0.00595383,3.718684574314978,0.9149157651009032,1.47415284278814
2085770,20.5,0.2111324448,0.4721064988,16.6666530892,0.2495187608,96,1501498611.0,0,0.0828979,33.17788267128009,0.6542341887958556,1.343254353389082
3363347,23.4,0.0555334912,0.1241766613,6.837098799,0.0809413694,14,1491469646.0,7,0.0794922,5.241605852367598,1.059113637274082,4.016724494804734
3672672,22.8,0.0732073989,0.1636967205,19.1664949938,0.0289121169,10,1491468020.0,6,0.0113686,4.015631988258408,0.7150655810624873,4.118083182416661
2488580,19.6,0.3195618867,0.7145621017,18.9838265743,0.4895392315,36,1494874892.0,0,0.407205,38.99895641793801,1.102461432658285,2.580166027916088
3760530,24.3,0.0366906138,0.0820427065,16.231311383,0.3483004668,17,1491466996.0,5,0.00796069,1.537551332024034,0.8524970699339214,1.220596439272442
2163693,16.3,1.4606796427,3.2661789745,21.6065458901,0.3519888824,84,1501654880.0,0,0.205902,25.61780739807997,0.5023422970063431,.979819774003464
3408076,19.6,0.3195618867,0.7145621017,4.2989248024,0.3467065213,23,1491469466.0,1,0.211053,3.776098442017574,1.204802715430054,3.210442837370696
3725757,25.7,0.0192555078,0.0430566244,5.7975172314,0.2969447429,12,1491467551.0,4,0.00399468,1.630523002184004,0.9589855809544297,1.281928656395684
3765021,27.4,0.0088014652,0.0196806745,8.9497340988,0.1807200441,3,1491466902.0,6,0.0125843,6.212123970448961,0.9900191836248752,1.559889313955206
3595776,22.2,0.096506147,0.2157943048,10.8172111645,0.3446666209,10,1491468688.0,6,0.24868,20.83867961300723,1.229832759692527,1.417547522791672
3633046,24.6,0.0319561887,0.0714562102,4.3295459643,0.4728944121,13,1491468384.0,6,0.073634,4.196594850834526,1.068191239061506,2.031201544167011
2088710,17.6,0.8027031673,1.7948988478,11.6771105064,0.4320637078,185,1491470903.0,0,0.196339,21.90092881542424,0.7747115731391704,1.347904349994115
3739389,24.7,0.0305179233,0.0682401509,14.1053281528,0.1883201703,5,1491467360.0,8,0.0118074,3.338213500978191,0.5914787650034361,1.097643856677954
3444370,22.4,0.0880146521,0.1968067451,22.4213663146,0.2010399884,12,1491469298.0,6,0.000317965,23.18568668072357,0.4266183269852852,1.201135122821705
3092310,22.7,0.0766575574,0.1714115092,4.9805305461,0.3053676693,12,1491470173.0,1,0.300639,7.265658888228114,1.274143209101567,1.347382097182243
3127392,19.6,0.3195618867,0.7145621017,16.2749496493,0.2207054756,20,1491470106.0,5,0.103543,6.140257460853077,0.5913336631500458,4.124086025560599
3674659,23.6,0.0506471459,0.1132504611,8.6924878189,0.4724117059,21,1491467980.0,5,0.00695551,7.756198316474172,0.985711879136013,1.462249732120008
2417419,20.9,0.1756123185,0.3926810818,14.9968201603,0.4494388348,51,1491470477.0,0,0.0482532,9.354954175523329,1.046291031234449,1.351839916656679
3724113,20.7,0.1925550782,0.4305662442,4.8157474721,0.463942605,37,1491467566.0,5,0.275962,9.403324760591122,1.273663624249884,3.124007015796001
3740102,21.3,0.1460679643,0.3266178974,19.3174233555,0.2064861119,9,1491467346.0,7,0.0868135,34.26589684035256,1.057729588864495,2.444823424311649
3563708,21.0,0.1677084622,0.3750075218,14.5835369231,0.2716519544,14,1491468820.0,5,0.153585,14.73691552865021,0.9633031693928072,4.381254498767814
3759720,21.8,0.1160259082,0.2594418179,11.3520895304,0.260759621,6,1491467022.0,5,0.17751,21.08024392659721,1.185467298615728,1.787733081222486
3370021,22.2,0.096506147,0.2157943048,4.2740811798,0.2028229738,44,1491469612.0,0,0.0245325,5.851242109102129,0.7464783057661291,1.11002783254939
3311964,21.8,0.1160259082,0.2594418179,14.5292241951,0.4080002554,49,1491469765.0,1,0.0112919,4.134633666261345,0.3445683331980659,1.619854309867805
3597091,23.3,0.058150704,0.130028927,8.752682486,0.1495162954,4,1491468666.0,9,0.109759,8.911502139958785,1.091492996781354,4.039599754841416
3398066,27.1,0.0101054342,0.0225964377,7.4937181032,0.1633693423,7,1491469495.0,7,0.00246896,8.529770636830698,0.9846715470906277,1.097752864027619
3751828,24.8,0.0291443905,0.0651688382,18.2885059827,0.2573362053,6,1491467191.0,7,0.0187724,25.28470094520837,0.8616722205245759,1.200136067317508
2413216,18.9,0.4411182,0.9863702813,13.1091013531,0.4323184171,39,1491470494.0,0,0.145406,21.95824587644875,1.145770039218225,2.137055214519167
3573154,20.2,0.2424124811,0.5420507863,8.500047249,0.435376869,49,1491468789.0,0,0.119386,15.73210382744206,1.027904051763535,1.41454187384907
2138852,20.2,0.2424124811,0.5420507863,12.3588012345,0.1728372815,184,1491470864.0,0,0.126152,21.48186836899148,0.7019189118698638,1.300640829727472
3638575,25.0,0.02658,0.0594346868,10.7744239995,0.2759983135,5,1491468346.0,8,0.0991106,18.4359650986225,1.030297579384629,1.370276068211451
3471219,27.3,0.0092162655,0.0206081961,15.2570704782,0.0020380998,13,1491469181.0,7,0.00156239,1.556316371262364,0.7618278553454673,2.688749008170017
3430491,20.1,0.2538370294,0.5675968529,18.1772514335,0.3502484976,18,1491469356.0,1,0.137282,9.413143253489231,0.6691898403941459,2.978888930978764
3623682,26.5,0.0133215567,0.0297879063,11.6054209063,0.1175184752,7,1491468439.0,7,0.0200872,12.93289524955619,0.7997670427329493,1.185916592184456
3388081,21.4,0.1394938229,0.3119176705,39.058752423,0.4362229901,22,1491469546.0,1,0.0169751,2.121513559909611,0.2989093698787102,1.969982852868438
3076622,23.0,0.0667659413,0.1492931834,8.6066274331,0.4946375911,14,1491470191.0,5,0.0986353,16.84566140751427,0.9724060560711316,1.92025328929124
3738915,27.4,0.0088014652,0.0196806745,10.2943698636,0.0141876576,10,1491467382.0,7,0.0147558,10.13797178112111,0.817817088316095,1.589916375572844
3656930,27.5,0.008405334,0.0187948982,18.9758810889,0.282359989,6,1491468165.0,7,0.00772205,7.828843148560988,0.8382818648618909,2.180447036945117
3407946,20.8,0.1838886721,0.411187571,17.0807392049,0.266690079,25,1491469431.0,1,0.200319,22.97521532237606,0.9940079271012252,2.006751907288435
3620864,25.1,0.0253837029,0.0567596853,8.3839986099,0.0227146456,9,1491468457.0,7,0.000636431,1.156582219432901,0.9419800896594576,2.325011826452176
3367721,24.6,0.0319561887,0.0714562102,18.9664744094,0.4678991849,9,1491469626.0,6,0.000535153,0.7509654073569197,0.8109307936052353,1.149753786120968
2308635,21.9,0.1108038821,0.2477650126,22.0874904966,0.283320686,126,1505139013.0,0,0.00047866,0.3403358876656146,0.6590272685677454,1.655171780140897
2162882,18.8,0.4619074603,1.0328564805,21.3693986202,0.4971270365,81,1492409963.0,0,0.0328837,6.497317857906793,0.4637279372243467,1.720444691020143
3771614,21.424,0.1379605689,0.3084892103,20.3742223265,0.2243809656,9,1497507602.0,6,0.0890355,39.40701510140626,1.05313973556283,1.418684530323502
3735678,23.3,0.058150704,0.130028927,16.7190712641,0.2533048404,15,1491467416.0,6,0.0485347,4.977297292677525,0.5560006991371665,1.10377030307505
3662200,26.6,0.0127219879,0.0284472297,17.4531321794,0.2192501077,6,1491468146.0,7,0.00433977,1.239590217010763,0.6296431617436093,1.343392967342599
3679434,20.7,0.1925550782,0.4305662442,23.7420261984,0.4909809902,12,1491467964.0,3,0.132288,10.57765679126281,0.4790924721520432,2.780307928103883
3264547,22.6,0.0802703167,0.1794898848,16.1815395346,0.3627191174,9,1491469898.0,8,0.0519144,28.18317025329182,0.3749728797845223,1.242837468758744
3712627,25.6,0.0201629919,0.0450858206,8.6082771797,0.0176986541,11,1491467719.0,7,0.0145225,1.813847793385589,0.884759762662257,1.737896065643542
3727339,20.6,0.2016299194,0.4508582062,10.5383611134,0.2393808011,10,1491467521.0,5,0.13365,10.18821567530559,0.7700793426411009,1.612615443492207
2309662,19.8,0.2914439045,0.6516883822,10.9414502303,0.2975144564,80,1491470636.0,1,0.138726,16.15520761541733,0.7733219826180183,1.189360529301117
3430385,26.2,0.0152951935,0.0342010925,10.6026139779,0.0292645545,8,1491469359.0,8,0.0173054,7.65187761540786,0.936537102613502,2.888916687888209
2174881,18.0,0.6676594135,1.4929318344,41.8622836699,0.4582627016,33,1491470756.0,1,0.457575,57.22409696178073,0.5554510482445312,1.952450732688892
3757397,22.8,0.0732073989,0.1636967205,7.4458692161,0.2769729626,14,1491467073.0,6,0.249515,13.08290016481359,1.260289997730516,3.193790830062746
2347813,17.7,0.7665755735,1.7141150923,10.3326586142,0.3658658468,236,1501568348.0,0,0.0826039,19.12386492180311,1.041849746042373,1.454465067385354
3012392,25.5,0.0211132445,0.0472106499,4.5655252256,0.0053887661,27,1491470267.0,3,0.00242328,1.481035557515004,0.9841183280422529,1.48164249999629
3608784,20.5,0.2111324448,0.4721064988,14.0690180942,0.150022301,29,1491468537.0,1,0.128608,23.47318423986274,1.037074922592726,1.643992254195967
3640744,21.899,0.110854921,0.2478791389,17.0942857137,0.1625687406,18,1491468338.0,7,0.11536,9.103607056586222,0.8331525675463046,3.2717329369098
2417201,19.7,0.3051792326,0.6824015094,18.7697487495,0.4301874093,49,1491470479.0,0,0.239048,34.1457559572319,1.220135955310887,1.387521475780716
3618025,20.7,0.1925550782,0.4305662442,14.2443525677,0.2365259442,15,1491468476.0,3,0.217789,27.17406043169901,1.199345936912775,1.600368100520024
3607683,22.0,0.1058168859,0.2366137501,1.911681031,0.2763449955,23,1491468557.0,0,0.273535,3.589476805005745,1.282432937952171,2.894631962458393
3410588,23.7,0.0483676488,0.1081533507,8.1454366526,0.0595773703,16,1491469406.0,7,0.0480317,7.199009324291109,1.051369336290481,3.257529750235038
3641081,22.5,0.0840533402,0.1879489824,26.2198213173,0.2016322075,11,1491468336.0,6,0.0144601,22.9279703320747,0.6670206599416949,2.832473613621294
