Neo Reference ID,Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Relative Velocity km per sec,Miss Dist.(Astronomical),Orbit ID,Orbit Determination Date,Orbit Uncertainity,Minimum Orbit Intersection,Inclination,Perihelion Distance,Aphelion Dist
3739076,20.2,0.2424124811,0.5420507863,18.389065005,0.4275701895,38,1491467373.0,1,0.195581,25.86437470465074,1.111460396568138,1.768890761047493
3626735,25.5,0.0211132445,0.0472106499,13.1814384221,0.3667760731,4,1491468408.0,8,0.0081446,3.223455026294981,0.6267244525454619,1.23406017970614
3455100,21.3,0.1460679643,0.3266178974,12.2885552593,0.2946410986,31,1491469255.0,1,0.00410468,0.5536883832554448,0.7164815814688749,1.709619131045518
3653520,22.9,0.0699125232,0.1563291544,24.3009103158,0.4751550949,13,1491468228.0,6,0.00793098,7.293957649400376,0.9221221605792188,3.114244655058994
3627115,21.1,0.160160338,0.358129403,19.2983945099,0.4583456205,9,1491468401.0,2,0.207265,26.47045904399265,0.2348787948788695,1.44357439046817
3552665,23.7,0.0483676488,0.1081533507,9.0212592142,0.1059386403,17,1491468931.0,5,0.00182612,2.128786313524685,0.9558864214162076,1.799435314295488
3753305,22.6,0.0802703167,0.1794898848,7.1158824719,0.3632080392,8,1491467153.0,6,0.225713,13.45240527459033,1.209687871756135,1.428814591132461
3463161,22.0,0.1058168859,0.2366137501,2.1987775088,0.153849513,9,1491469227.0,5,0.10734,1.208356364937826,1.118088219147521,1.73745408644017
3654339,21.5,0.1332155667,0.2978790628,7.4371874159,0.1123936452,41,1491468205.0,4,0.115533,8.474175268183558,1.097135947269621,4.257274392561471
3742056,26.9,0.0110803882,0.0247765013,26.6607296803,0.3949966807,8,1491467316.0,7,0.00651007,0.451647491729868,0.5700042151660926,1.51903878169022
3278402,24.7,0.0305179233,0.0682401509,17.1356721761,0.4193845454,15,1491469856.0,0,0.0118219,2.968786323461875,0.6624276485914973,1.020395616702889
2450270,20.7,0.1925550782,0.4305662442,13.1953865807,0.1285791854,27,1491470411.0,0,0.0210776,18.72619129365827,0.955520330018856,1.907617732135042
3560817,22.6,0.0802703167,0.1794898848,11.2946983345,0.0332487946,23,1491468837.0,4,0.0268535,12.49489297082722,0.934499558620568,2.079675072705097
